Długość,Głębokość,Wysokość,Typ katalogowy,Katalog,Typ,Cena katalogowa 2022,id,
1000,300,700,3185.103,A,3185,1113,3185,
1100,300,700,3185.113,A,3185,1153,3185,
1200,300,700,3185.123,A,3185,1194,3185,
1300,300,700,3185.133,A,3185,1234,3185,
1400,300,700,3185.143,A,3185,1275,3185,
1500,300,700,3185.153,A,3185,1315,3185,
1600,300,700,3185.163,A,3185,1355,3185,
1700,300,700,3185.173,A,3185,1396,3185,
1800,300,700,3185.183,A,3185,1436,3185,
1900,300,700,3185.193,A,3185,1477,3185,
2000,300,700,3185.203,A,3185,1517,3185,
2100,300,700,3185.213,A,3185,1720,3185,
2200,300,700,3185.223,A,3185,1761,3185,
2300,300,700,3185.233,A,3185,1801,3185,
2400,300,700,3185.243,A,3185,1842,3185,
2500,300,700,3185.253,A,3185,1882,3185,
400,400,700,3185.044,A,3185,922,3185,
500,400,700,3185.054,A,3185,973,3185,
600,400,700,3185.064,A,3185,1024,3185,
700,400,700,3185.074,A,3185,1075,3185,
800,400,700,3185.084,A,3185,1126,3185,
900,400,700,3185.094,A,3185,1177,3185,
1000,400,700,3185.104,A,3185,1228,3185,
1100,400,700,3185.114,A,3185,1279,3185,
1200,400,700,3185.124,A,3185,1330,3185,
1300,400,700,3185.134,A,3185,1381,3185,
1400,400,700,3185.144,A,3185,1433,3185,
1500,400,700,3185.154,A,3185,1483,3185,
1600,400,700,3185.164,A,3185,1535,3185,
1700,400,700,3185.174,A,3185,1585,3185,
1800,400,700,3185.184,A,3185,1637,3185,
1900,400,700,3185.194,A,3185,1688,3185,
2000,400,700,3185.204,A,3185,1739,3185,
2100,400,700,3185.214,A,3185,1953,3185,
2200,400,700,3185.224,A,3185,2004,3185,
2300,400,700,3185.234,A,3185,2055,3185,
2400,400,700,3185.244,A,3185,2106,3185,
2500,400,700,3185.254,A,3185,2157,3185,
450,660,850,A3580.100,A,3580,2814,A3580,
450,320,180,A7067.100,A,7067,912,A7067,
450,320,130,A7066.100,A,7066,817,A7066,
500,500,300,A3521-P.055,A,3521,1413,A3521,
500,600,300,A3521-P.056,A,3521,1565,A3521,
500,600,660,A3521.056,A,3521,1759,A3521,
600,600,660,A3521.066,A,3521,1819,A3521,
500,700,660,A3521.057,A,3521,1792,A3521,
600,700,660,A3521.067,A,3521,1857,A3521,
700,720,850,A3561-Z.077,A,3561,2423,A3561,
800,720,850,A3561-Z.087,A,3561,2508,A3561,
900,720,850,A3561-Z.097,A,3561,2592,A3561,
1000,720,850,A3561-Z.107,A,3561,2677,A3561,
1100,720,850,A3561-Z.117,A,3561,2762,A3561,
1200,720,850,A3561-Z.127,A,3561,2847,A3561,
1300,720,850,A3561-Z.137,A,3561,2932,A3561,
1400,720,850,A3561-Z.147,A,3561,3017,A3561,
1500,720,850,A3561-Z.157,A,3561,3102,A3561,
700,720,850,A3571-Z.077,A,3571,1571,A3571,
800,720,850,A3571-Z.087,A,3571,1658,A3571,
900,720,850,A3571-Z.097,A,3571,1746,A3571,
1000,720,850,A3571-Z.107,A,3571,1834,A3571,
1100,720,850,A3571-Z.117,A,3571,1921,A3571,
1200,720,850,A3571-Z.127,A,3571,2008,A3571,
1300,720,850,A3571-Z.137,A,3571,2096,A3571,
1400,720,850,A3571-Z.147,A,3571,2184,A3571,
1500,720,850,A3571-Z.157,A,3571,2271,A3571,
600,300,700,A3195.063,A,3195,2445,A3195,
700,300,700,A3195.073,A,3195,2543,A3195,
800,300,700,A3195.083,A,3195,2784,A3195,
900,300,700,A3195.093,A,3195,2883,A3195,
1000,300,700,A3195.103,A,3195,3231,A3195,
1100,300,700,A3195.113,A,3195,3330,A3195,
1200,300,700,A3195.123,A,3195,3427,A3195,
1300,300,700,A3195.133,A,3195,3668,A3195,
1400,300,700,A3195.143,A,3195,3873,A3195,
1500,300,700,A3195.153,A,3195,4171,A3195,
1600,300,700,A3195.163,A,3195,4270,A3195,
1700,300,700,A3195.173,A,3195,4367,A3195,
1800,300,700,A3195.183,A,3195,4773,A3195,
1900,300,700,A3195.193,A,3195,4870,A3195,
2000,300,700,A3195.203,A,3195,5170,A3195,
2100,300,700,A3195.213,A,3195,5428,A3195,
2200,300,700,A3195.223,A,3195,5633,A3195,
600,400,700,A3195.064,A,3195,2783,A3195,
700,400,700,A3195.074,A,3195,2903,A3195,
800,400,700,A3195.084,A,3195,3165,A3195,
900,400,700,A3195.094,A,3195,3284,A3195,
1000,400,700,A3195.104,A,3195,3653,A3195,
1100,400,700,A3195.114,A,3195,3773,A3195,
1200,400,700,A3195.124,A,3195,3891,A3195,
1300,400,700,A3195.134,A,3195,4153,A3195,
1400,400,700,A3195.144,A,3195,4379,A3195,
1500,400,700,A3195.154,A,3195,4698,A3195,
1600,400,700,A3195.164,A,3195,4818,A3195,
1700,400,700,A3195.174,A,3195,4935,A3195,
1800,400,700,A3195.184,A,3195,5363,A3195,
1900,400,700,A3195.194,A,3195,5481,A3195,
2000,400,700,A3195.204,A,3195,5802,A3195,
2100,400,700,A3195.214,A,3195,6080,A3195,
2200,400,700,A3195.224,A,3195,6306,A3195,
600,600,400,A3145.066.4,A,3145,784,A3145,
600,600,500,A3145.066.5,A,3145,852,A3145,
840,570,850,A3141,A,3141,1661,A3141,-16
840,570,850,A3142,A,3142,1936,A3142,-15
850,640,850,A3144,A,3144,2688,A3144,-9
380,380,575,6010.001,A,010.,992,6010.,
700,500,950,A6003.075,A,6003,1448,A6003,
800,500,950,A6003.085,A,6003,1524,A6003,
900,500,950,A6003.095,A,6003,1600,A6003,
1000,500,950,A6003.105,A,6003,1676,A6003,
1100,500,950,A6003.115,A,6003,1752,A6003,
700,600,950,A6003.076,A,6003,1503,A6003,
800,600,950,A6003.086,A,6003,1585,A6003,
900,600,950,A6003.096,A,6003,1668,A6003,
1000,600,950,A6003.106,A,6003,1751,A6003,
1100,600,950,A6003.116,A,6003,1833,A6003,
800,500,950,A6001.085/2,A,6001,1387,A6001,
900,500,950,A6001.095/2,A,6001,1433,A6001,
1000,500,950,A6001.105/2,A,6001,1480,A6001,
800,600,950,A6001.086/2,A,6001,1463,A6001,
900,600,950,A6001.096/2,A,6001,1518,A6001,
1000,600,950,A6001.106/2,A,6001,1573,A6001,
800,500,950,A6001.085/3,A,6001,1680,A6001,
900,500,950,A6001.095/3,A,6001,1750,A6001,
1000,500,950,A6001.105/3,A,6001,1820,A6001,
800,600,950,A6001.086/3,A,6001,1792,A6001,
900,600,950,A6001.096/3,A,6001,1874,A6001,
1000,600,950,A6001.106/3,A,6001,1956,A6001,
800,500,850,A6001.085/2-B,A,6001,1371,A6001,
900,500,850,A6001.095/2-B,A,6001,1417,A6001,
1000,500,850,A6001.105/2-B,A,6001,1464,A6001,
800,600,850,A6001.086/2-B,A,6001,1444,A6001,
900,600,850,A6001.096/2-B,A,6001,1499,A6001,
1000,600,850,A6001.106/2-B,A,6001,1554,A6001,
800,500,850,A6001.085/3-B,A,6001,1664,A6001,
900,500,850,A6001.095/3-B,A,6001,1734,A6001,
1000,500,850,A6001.105/3-B,A,6001,1804,A6001,
800,600,850,A6001.086/3-B,A,6001,1773,A6001,
900,600,850,A6001.096/3-B,A,6001,1855,A6001,
1000,600,850,A6001.106/3-B,A,6001,1937,A6001,
380,560,1800,A7072.046,A,7072,2035,A7072,
735,560,1800,A7072.086,A,7072,3111,A7072,
460,635,1800,A7074.056/10,A,7074,2164,A7074,
500,400,1800,A7058.054/1,A,7058,1466,A7058,
600,400,1800,A7058.064/1,A,7058,1552,A7058,
700,400,1800,A7058.074/1,A,7058,1639,A7058,
800,400,1800,A7058.084/1,A,7058,1726,A7058,
900,400,1800,A7058.094/1,A,7058,1813,A7058,
1000,400,1800,A7058.104/1,A,7058,1901,A7058,
1100,400,1800,A7058.114/1,A,7058,1990,A7058,
1200,400,1800,A7058.124/1,A,7058,2078,A7058,
1300,400,1800,A7058.134/1,A,7058,2166,A7058,
1400,400,1800,A7058.144/1,A,7058,2255,A7058,
1500,400,1800,A7058.154/1,A,7058,2343,A7058,
500,500,1800,A7058.055/1,A,7058,1577,A7058,
600,500,1800,A7058.065/1,A,7058,1681,A7058,
700,500,1800,A7058.075/1,A,7058,1786,A7058,
800,500,1800,A7058.085/1,A,7058,1891,A7058,
900,500,1800,A7058.095/1,A,7058,1996,A7058,
1000,500,1800,A7058.105/1,A,7058,2101,A7058,
1100,500,1800,A7058.115/1,A,7058,2207,A7058,
1200,500,1800,A7058.125/1,A,7058,2313,A7058,
1300,500,1800,A7058.135/1,A,7058,2419,A7058,
1400,500,1800,A7058.145/1,A,7058,2526,A7058,
1500,500,1800,A7058.155/1,A,7058,2632,A7058,
500,600,1800,A7058.056/1,A,7058,1688,A7058,
600,600,1800,A7058.066/1,A,7058,1810,A7058,
700,600,1800,A7058.076/1,A,7058,1932,A7058,
800,600,1800,A7058.086/1,A,7058,2055,A7058,
900,600,1800,A7058.096/1,A,7058,2178,A7058,
1000,600,1800,A7058.106/1,A,7058,2301,A7058,
1100,600,1800,A7058.116/1,A,7058,2425,A7058,
1200,600,1800,A7058.126/1,A,7058,2549,A7058,
1300,600,1800,A7058.136/1,A,7058,2673,A7058,
1400,600,1800,A7058.146/1,A,7058,2796,A7058,
1500,600,1800,A7058.156/1,A,7058,2921,A7058,
500,700,1800,A7058.057/1,A,7058,1799,A7058,
600,700,1800,A7058.067/1,A,7058,1939,A7058,
700,700,1800,A7058.077/1,A,7058,2079,A7058,
800,700,1800,A7058.087/1,A,7058,2219,A7058,
900,700,1800,A7058.097/1,A,7058,2360,A7058,
1000,700,1800,A7058.107/1,A,7058,2501,A7058,
1100,700,1800,A7058.117/1,A,7058,2642,A7058,
1200,700,1800,A7058.127/1,A,7058,2784,A7058,
500,400,2000,A7058.054/2,A,7058,1549,A7058,
600,400,2000,A7058.064/2,A,7058,1636,A7058,
700,400,2000,A7058.074/2,A,7058,1723,A7058,
800,400,2000,A7058.084/2,A,7058,1810,A7058,
900,400,2000,A7058.094/2,A,7058,1897,A7058,
1000,400,2000,A7058.104/2,A,7058,1985,A7058,
1100,400,2000,A7058.114/2,A,7058,2073,A7058,
1200,400,2000,A7058.124/2,A,7058,2162,A7058,
1300,400,2000,A7058.134/2,A,7058,2250,A7058,
1400,400,2000,A7058.144/2,A,7058,2338,A7058,
1500,400,2000,A7058.154/2,A,7058,2427,A7058,
500,500,2000,A7058.055/2,A,7058,1660,A7058,
600,500,2000,A7058.065/2,A,7058,1765,A7058,
700,500,2000,A7058.075/2,A,7058,1869,A7058,
800,500,2000,A7058.085/2,A,7058,1974,A7058,
900,500,2000,A7058.095/2,A,7058,2080,A7058,
1000,500,2000,A7058.105/2,A,7058,2185,A7058,
1100,500,2000,A7058.115/2,A,7058,2291,A7058,
1200,500,2000,A7058.125/2,A,7058,2397,A7058,
1300,500,2000,A7058.135/2,A,7058,2503,A7058,
1400,500,2000,A7058.145/2,A,7058,2610,A7058,
1500,500,2000,A7058.155/2,A,7058,2716,A7058,
500,600,2000,A7058.056/2,A,7058,1772,A7058,
600,600,2000,A7058.066/2,A,7058,1894,A7058,
700,600,2000,A7058.076/2,A,7058,2016,A7058,
800,600,2000,A7058.086/2,A,7058,2139,A7058,
900,600,2000,A7058.096/2,A,7058,2261,A7058,
1000,600,2000,A7058.106/2,A,7058,2385,A7058,
1100,600,2000,A7058.116/2,A,7058,2509,A7058,
1200,600,2000,A7058.126/2,A,7058,2632,A7058,
1300,600,2000,A7058.136/2,A,7058,2756,A7058,
1400,600,2000,A7058.146/2,A,7058,2880,A7058,
1500,600,2000,A7058.156/2,A,7058,3004,A7058,
500,700,2000,A7058.057/2,A,7058,1883,A7058,
600,700,2000,A7058.067/2,A,7058,2022,A7058,
700,700,2000,A7058.077/2,A,7058,2163,A7058,
800,700,2000,A7058.087/2,A,7058,2303,A7058,
900,700,2000,A7058.097/2,A,7058,2444,A7058,
1000,700,2000,A7058.107/2,A,7058,2585,A7058,
1100,700,2000,A7058.117/2,A,7058,2726,A7058,
1200,700,2000,A7058.127/2,A,7058,2868,A7058,
500,400,1800,A7058.054/1-P,A,7058,1562,A7058,
600,400,1800,A7058.064/1-P,A,7058,1649,A7058,
700,400,1800,A7058.074/1-P,A,7058,1736,A7058,
800,400,1800,A7058.084/1-P,A,7058,1823,A7058,
900,400,1800,A7058.094/1-P,A,7058,1910,A7058,
1000,400,1800,A7058.104/1-P,A,7058,1998,A7058,
1100,400,1800,A7058.114/1-P,A,7058,2087,A7058,
1200,400,1800,A7058.124/1-P,A,7058,2175,A7058,
1300,400,1800,A7058.134/1-P,A,7058,2263,A7058,
1400,400,1800,A7058.144/1-P,A,7058,2352,A7058,
1500,400,1800,A7058.154/1-P,A,7058,2440,A7058,
500,500,1800,A7058.055/1-P,A,7058,1673,A7058,
600,500,1800,A7058.065/1-P,A,7058,1778,A7058,
700,500,1800,A7058.075/1-P,A,7058,1882,A7058,
800,500,1800,A7058.085/1-P,A,7058,1988,A7058,
900,500,1800,A7058.095/1-P,A,7058,2093,A7058,
1000,500,1800,A7058.105/1-P,A,7058,2198,A7058,
1100,500,1800,A7058.115/1-P,A,7058,2304,A7058,
1200,500,1800,A7058.125/1-P,A,7058,2410,A7058,
1300,500,1800,A7058.135/1-P,A,7058,2516,A7058,
1400,500,1800,A7058.145/1-P,A,7058,2623,A7058,
1500,500,1800,A7058.155/1-P,A,7058,2729,A7058,
500,600,1800,A7058.056/1-P,A,7058,1785,A7058,
600,600,1800,A7058.066/1-P,A,7058,1907,A7058,
700,600,1800,A7058.076/1-P,A,7058,2029,A7058,
800,600,1800,A7058.086/1-P,A,7058,2152,A7058,
900,600,1800,A7058.096/1-P,A,7058,2275,A7058,
1000,600,1800,A7058.106/1-P,A,7058,2398,A7058,
1100,600,1800,A7058.116/1-P,A,7058,2522,A7058,
1200,600,1800,A7058.126/1-P,A,7058,2646,A7058,
1300,600,1800,A7058.136/1-P,A,7058,2769,A7058,
1400,600,1800,A7058.146/1-P,A,7058,2893,A7058,
1500,600,1800,A7058.156/1-P,A,7058,3017,A7058,
500,700,1800,A7058.057/1-P,A,7058,1896,A7058,
600,700,1800,A7058.067/1-P,A,7058,2035,A7058,
700,700,1800,A7058.077/1-P,A,7058,2176,A7058,
800,700,1800,A7058.087/1-P,A,7058,2316,A7058,
900,700,1800,A7058.097/1-P,A,7058,2457,A7058,
1000,700,1800,A7058.107/1-P,A,7058,2598,A7058,
1100,700,1800,A7058.117/1-P,A,7058,2739,A7058,
1200,700,1800,A7058.127/1-P,A,7058,2881,A7058,
500,400,2000,A7058.054/2-P,A,7058,1621,A7058,
600,400,2000,A7058.064/2-P,A,7058,1707,A7058,
700,400,2000,A7058.074/2-P,A,7058,1792,A7058,
800,400,2000,A7058.084/2-P,A,7058,1878,A7058,
900,400,2000,A7058.094/2-P,A,7058,1964,A7058,
1000,400,2000,A7058.104/2-P,A,7058,2051,A7058,
1100,400,2000,A7058.114/2-P,A,7058,2138,A7058,
1200,400,2000,A7058.124/2-P,A,7058,2225,A7058,
1300,400,2000,A7058.134/2-P,A,7058,2312,A7058,
1400,400,2000,A7058.144/2-P,A,7058,2399,A7058,
1500,400,2000,A7058.154/2-P,A,7058,2486,A7058,
500,500,2000,A7058.055/2-P,A,7058,1731,A7058,
600,500,2000,A7058.065/2-P,A,7058,1833,A7058,
700,500,2000,A7058.075/2-P,A,7058,1936,A7058,
800,500,2000,A7058.085/2-P,A,7058,2040,A7058,
900,500,2000,A7058.095/2-P,A,7058,2144,A7058,
1000,500,2000,A7058.105/2-P,A,7058,2248,A7058,
1100,500,2000,A7058.115/2-P,A,7058,2352,A7058,
1200,500,2000,A7058.125/2-P,A,7058,2456,A7058,
1300,500,2000,A7058.135/2-P,A,7058,2561,A7058,
1400,500,2000,A7058.145/2-P,A,7058,2666,A7058,
1500,500,2000,A7058.155/2-P,A,7058,2771,A7058,
500,600,2000,A7058.056/2-P,A,7058,1840,A7058,
600,600,2000,A7058.066/2-P,A,7058,1961,A7058,
700,600,2000,A7058.076/2-P,A,7058,2081,A7058,
800,600,2000,A7058.086/2-P,A,7058,2202,A7058,
900,600,2000,A7058.096/2-P,A,7058,2323,A7058,
1000,600,2000,A7058.106/2-P,A,7058,2444,A7058,
1100,600,2000,A7058.116/2-P,A,7058,2566,A7058,
1200,600,2000,A7058.126/2-P,A,7058,2688,A7058,
1300,600,2000,A7058.136/2-P,A,7058,2810,A7058,
1400,600,2000,A7058.146/2-P,A,7058,2932,A7058,
1500,600,2000,A7058.156/2-P,A,7058,3054,A7058,
500,700,2000,A7058.057/2-P,A,7058,1950,A7058,
600,700,2000,A7058.067/2-P,A,7058,2087,A7058,
700,700,2000,A7058.077/2-P,A,7058,2225,A7058,
800,700,2000,A7058.087/2-P,A,7058,2363,A7058,
900,700,2000,A7058.097/2-P,A,7058,2502,A7058,
1000,700,2000,A7058.107/2-P,A,7058,2641,A7058,
1100,700,2000,A7058.117/2-P,A,7058,2780,A7058,
1200,700,2000,A7058.127/2-P,A,7058,2920,A7058,
500,400,1800,A7058.054/1-G,A,7058,2008,A7058,
600,400,1800,A7058.064/1-G,A,7058,2116,A7058,
700,400,1800,A7058.074/1-G,A,7058,2225,A7058,
800,400,1800,A7058.084/1-G,A,7058,2333,A7058,
900,400,1800,A7058.094/1-G,A,7058,2442,A7058,
1000,400,1800,A7058.104/1-G,A,7058,2550,A7058,
1100,400,1800,A7058.114/1-G,A,7058,2660,A7058,
1200,400,1800,A7058.124/1-G,A,7058,2770,A7058,
1300,400,1800,A7058.134/1-G,A,7058,2879,A7058,
1400,400,1800,A7058.144/1-G,A,7058,2989,A7058,
1500,400,1800,A7058.154/1-G,A,7058,3099,A7058,
500,500,1800,A7058.055/1-G,A,7058,2100,A7058,
600,500,1800,A7058.065/1-G,A,7058,2221,A7058,
700,500,1800,A7058.075/1-G,A,7058,2343,A7058,
800,500,1800,A7058.085/1-G,A,7058,2465,A7058,
900,500,1800,A7058.095/1-G,A,7058,2587,A7058,
1000,500,1800,A7058.105/1-G,A,7058,2710,A7058,
1100,500,1800,A7058.115/1-G,A,7058,2833,A7058,
1200,500,1800,A7058.125/1-G,A,7058,2956,A7058,
1300,500,1800,A7058.135/1-G,A,7058,3079,A7058,
1400,500,1800,A7058.145/1-G,A,7058,3202,A7058,
1500,500,1800,A7058.155/1-G,A,7058,3326,A7058,
500,600,1800,A7058.056/1-G,A,7058,2193,A7058,
600,600,1800,A7058.066/1-G,A,7058,2327,A7058,
700,600,1800,A7058.076/1-G,A,7058,2462,A7058,
800,600,1800,A7058.086/1-G,A,7058,2598,A7058,
900,600,1800,A7058.096/1-G,A,7058,2733,A7058,
1000,600,1800,A7058.106/1-G,A,7058,2869,A7058,
1100,600,1800,A7058.116/1-G,A,7058,3005,A7058,
1200,600,1800,A7058.126/1-G,A,7058,3142,A7058,
1300,600,1800,A7058.136/1-G,A,7058,3278,A7058,
1400,600,1800,A7058.146/1-G,A,7058,3414,A7058,
1500,600,1800,A7058.156/1-G,A,7058,3552,A7058,
500,700,1800,A7058.057/1-G,A,7058,2284,A7058,
600,700,1800,A7058.067/1-G,A,7058,2433,A7058,
700,700,1800,A7058.077/1-G,A,7058,2582,A7058,
800,700,1800,A7058.087/1-G,A,7058,2730,A7058,
900,700,1800,A7058.097/1-G,A,7058,2879,A7058,
1000,700,1800,A7058.107/1-G,A,7058,3028,A7058,
1100,700,1800,A7058.117/1-G,A,7058,3178,A7058,
1200,700,1800,A7058.127/1-G,A,7058,3327,A7058,
500,400,2000,A7058.054/2-G,A,7058,1999,A7058,
600,400,2000,A7058.064/2-G,A,7058,2104,A7058,
700,400,2000,A7058.074/2-G,A,7058,2210,A7058,
800,400,2000,A7058.084/2-G,A,7058,2316,A7058,
900,400,2000,A7058.094/2-G,A,7058,2422,A7058,
1000,400,2000,A7058.104/2-G,A,7058,2529,A7058,
1100,400,2000,A7058.114/2-G,A,7058,2636,A7058,
1200,400,2000,A7058.124/2-G,A,7058,2743,A7058,
1300,400,2000,A7058.134/2-G,A,7058,2850,A7058,
1400,400,2000,A7058.144/2-G,A,7058,2958,A7058,
1500,400,2000,A7058.154/2-G,A,7058,3066,A7058,
500,500,2000,A7058.055/2-G,A,7058,2089,A7058,
600,500,2000,A7058.065/2-G,A,7058,2207,A7058,
700,500,2000,A7058.075/2-G,A,7058,2326,A7058,
800,500,2000,A7058.085/2-G,A,7058,2445,A7058,
900,500,2000,A7058.095/2-G,A,7058,2565,A7058,
1000,500,2000,A7058.105/2-G,A,7058,2685,A7058,
1100,500,2000,A7058.115/2-G,A,7058,2805,A7058,
1200,500,2000,A7058.125/2-G,A,7058,2925,A7058,
1300,500,2000,A7058.135/2-G,A,7058,3046,A7058,
1400,500,2000,A7058.145/2-G,A,7058,3166,A7058,
1500,500,2000,A7058.155/2-G,A,7058,3287,A7058,
500,600,2000,A7058.056/2-G,A,7058,2179,A7058,
600,600,2000,A7058.066/2-G,A,7058,2311,A7058,
700,600,2000,A7058.076/2-G,A,7058,2443,A7058,
800,600,2000,A7058.086/2-G,A,7058,2575,A7058,
900,600,2000,A7058.096/2-G,A,7058,2707,A7058,
1000,600,2000,A7058.106/2-G,A,7058,2840,A7058,
1100,600,2000,A7058.116/2-G,A,7058,2974,A7058,
1200,600,2000,A7058.126/2-G,A,7058,3107,A7058,
1300,600,2000,A7058.136/2-G,A,7058,3240,A7058,
1400,600,2000,A7058.146/2-G,A,7058,3374,A7058,
1500,600,2000,A7058.156/2-G,A,7058,3508,A7058,
500,700,2000,A7058.057/2-G,A,7058,2269,A7058,
600,700,2000,A7058.067/2-G,A,7058,2414,A7058,
700,700,2000,A7058.077/2-G,A,7058,2559,A7058,
800,700,2000,A7058.087/2-G,A,7058,2704,A7058,
900,700,2000,A7058.097/2-G,A,7058,2850,A7058,
1000,700,2000,A7058.107/2-G,A,7058,2996,A7058,
1100,700,2000,A7058.117/2-G,A,7058,3142,A7058,
1200,700,2000,A7058.127/2-G,A,7058,3289,A7058,
400,720,850,A4105.047,A,4105,1943,A4105,
500,720,850,A4105.057,A,4105,2067,A4105,
600,720,850,A4105.067,A,4105,2237,A4105,
700,720,850,A4105.077,A,4105,2407,A4105,
800,720,850,A4105.087,A,4105,2577,A4105,
900,720,850,A4105.097,A,4105,2746,A4105,
1000,720,850,A4105.107,A,4105,2917,A4105,
1100,720,850,A4105.117,A,4105,3086,A4105,
1200,720,850,A4105.127,A,4105,3255,A4105,
1300,720,850,A4105.137,A,4105,3425,A4105,
1400,720,850,A4105.147,A,4105,3595,A4105,
1500,720,850,A4105.157,A,4105,3765,A4105,
1600,720,850,A4105.167,A,4105,3934,A4105,
1700,720,850,A4105.177,A,4105,4105,A4105,
1800,720,850,A4105.187,A,4105,4274,A4105,
1900,720,850,A4105.197,A,4105,4444,A4105,
2000,720,850,A4105.207,A,4105,4613,A4105,
1300,720,850,A4107.137,A,4107,3740,A4107,
900,720,850,A4140/2,A,4140,6186,A4140,
1200,720,850,A4140/3,A,4140,7778,A4140,
1550,720,850,A4140/4,A,4140,9291,A4140,
900,750,850,A4108/2,A,4108,5112,A4108,
1200,750,850,A4108/3,A,4108,6207,A4108,
1550,750,850,A4108/4,A,4108,7423,A4108,
800,720,850,A4110/2,A,4110,7614,A4110,
1200,720,850,A4110/3,A,4110,9884,A4110,
1600,720,850,A4110/4,A,4110,12186,A4110,
900,720,850,A4122/2,A,4122,9754,A4122,
1200,720,850,A4122/3,A,4122,10619,A4122,
1550,720,850,A4122/4,A,4122,11483,A4122,
900,750,850,A4124/2,A,4124,5276,A4124,
1200,750,850,A4124/3,A,4124,6070,A4124,
1550,750,850,A4124/4,A,4124,6862,A4124,
700,720,1390,A4121/206,A,4121,14501,A4121,
900,720,1390,A4121/208,A,4121,15236,A4121,
1200,720,1390,A4121/211,A,4121,16363,A4121,
1200,720,1390,A4121/311,A,4121,17733,A4121,
900,720,1390,A4125/2,A,4125,8471,A4125,
1200,720,1390,A4125/3,A,4125,9122,A4125,
1550,720,1390,A4125/4,A,4125,9831,A4125,
400,300,300,A3180.043-K,A,3180,337,A3180,
500,300,300,A3180.053-K,A,3180,354,A3180,
600,300,300,A3180.063-K,A,3180,371,A3180,
700,300,300,A3180.073-K,A,3180,388,A3180,
800,300,300,A3180.083-K,A,3180,405,A3180,
900,300,300,A3180.093-K,A,3180,422,A3180,
1000,300,300,A3180.103-K,A,3180,440,A3180,
1100,300,300,A3180.113-K,A,3180,456,A3180,
1200,300,300,A3180.123-K,A,3180,473,A3180,
1300,300,300,A3180.133-K,A,3180,570,A3180,
1400,300,300,A3180.143-K,A,3180,586,A3180,
1500,300,300,A3180.153-K,A,3180,603,A3180,
1600,300,300,A3180.163-K,A,3180,620,A3180,
1700,300,300,A3180.173-K,A,3180,637,A3180,
1800,300,300,A3180.183-K,A,3180,654,A3180,
1900,300,300,A3180.193-K,A,3180,671,A3180,
2000,300,300,A3180.203-K,A,3180,688,A3180,
2100,300,300,A3180.213-K,A,3180,784,A3180,
2200,300,300,A3180.223-K,A,3180,801,A3180,
2300,300,300,A3180.233-K,A,3180,818,A3180,
2400,300,300,A3180.243-K,A,3180,835,A3180,
2500,300,300,A3180.253-K,A,3180,852,A3180,
2600,300,300,A3180.263-K,A,3180,869,A3180,
2700,300,300,A3180.273-K,A,3180,886,A3180,
2800,300,300,A3180.283-K,A,3180,903,A3180,
2900,300,300,A3180.293-K,A,3180,920,A3180,
400,400,300,A3180.044-K,A,3180,375,A3180,
500,400,300,A3180.054-K,A,3180,397,A3180,
600,400,300,A3180.064-K,A,3180,419,A3180,
700,400,300,A3180.074-K,A,3180,440,A3180,
800,400,300,A3180.084-K,A,3180,462,A3180,
900,400,300,A3180.094-K,A,3180,483,A3180,
1000,400,300,A3180.104-K,A,3180,505,A3180,
1100,400,300,A3180.114-K,A,3180,527,A3180,
1200,400,300,A3180.124-K,A,3180,549,A3180,
1300,400,300,A3180.134-K,A,3180,658,A3180,
1400,400,300,A3180.144-K,A,3180,679,A3180,
1500,400,300,A3180.154-K,A,3180,701,A3180,
1600,400,300,A3180.164-K,A,3180,722,A3180,
1700,400,300,A3180.174-K,A,3180,744,A3180,
1800,400,300,A3180.184-K,A,3180,766,A3180,
1900,400,300,A3180.194-K,A,3180,787,A3180,
2000,400,300,A3180.204-K,A,3180,809,A3180,
2100,400,300,A3180.214-K,A,3180,918,A3180,
2200,400,300,A3180.224-K,A,3180,940,A3180,
2300,400,300,A3180.234-K,A,3180,961,A3180,
2400,400,300,A3180.244-K,A,3180,983,A3180,
2500,400,300,A3180.254-K,A,3180,1005,A3180,
2600,400,300,A3180.264-K,A,3180,1026,A3180,
2700,400,300,A3180.274-K,A,3180,1048,A3180,
2800,400,300,A3180.284-K,A,3180,1069,A3180,
2900,400,300,A3180.294-K,A,3180,1091,A3180,
500,500,1800,A3097.055/1-U,A,3097,4401,A3097,
600,500,1800,A3097.065/1-U,A,3097,4638,A3097,
500,600,1800,A3097.056/1-U,A,3097,4469,A3097,
600,600,1800,A3097.066/1-U,A,3097,4717,A3097,
500,700,1800,A3097.057/1-U,A,3097,4656,A3097,
600,700,1800,A3097.067/1-U,A,3097,4916,A3097,
500,500,2000,A3097.055/2-U,A,3097,4626,A3097,
600,500,2000,A3097.065/2-U,A,3097,4881,A3097,
500,600,2000,A3097.056/2-U,A,3097,4706,A3097,
600,600,2000,A3097.066/2-U,A,3097,4973,A3097,
500,700,2000,A3097.057/2-U,A,3097,4906,A3097,
600,700,2000,A3097.067/2-U,A,3097,5184,A3097,
334,200,153,A3179/3,A,3179,409,A3179,
442,200,153,A3179/4,A,3179,437,A3179,
550,200,153,A3179/5,A,3179,466,A3179,
658,200,153,A3179/6,A,3179,495,A3179,
766,200,153,A3179/7,A,3179,524,A3179,
